Model,F1,Precision,Recall,ROC_AUC,PR_AUC
LightGBM,0.8532510492311636,0.8542051281952773,0.8644671209431569,0.8752627371195812,0.6798290474255122
CatBoost,0.8519408168934396,0.8528015304855134,0.8633109410774324,0.8740651198003746,0.677945479445612
XGBoost,0.8509469740766102,0.8511233023578196,0.8618867866841633,0.8716823985611761,0.6717761276673505
