Model,F1,Precision,Recall,ROC_AUC,PR_AUC
LightGBM,0.8614340360039907,0.8594629735520977,0.8645590121787443,0.8801912529878043,0.6945048505180631
CatBoost,0.8608466470464299,0.8588990521956944,0.8668100971137209,0.879008477803972,0.6931405604094139
XGBoost,0.8575032647638894,0.8556937790940143,0.8600261769162045,0.8761145677118398,0.6858518879491956
