Model,F1,Precision,Recall,ROC_AUC,PR_AUC
LightGBM,0.8608344091306999,0.8589909758559159,0.8635329913860066,0.8802005102198628,0.6945374768363252
CatBoost,0.8606749376282394,0.858605777039239,0.8662434976159072,0.8790845542292784,0.6931619609704466
XGBoost,0.8576035104898801,0.8559714070601704,0.859773505771497,0.8762405679540597,0.6868511262642006
